,工作經歷,薪水
36023,1-3年,62585
36024,1-3年,49174
36025,1-3年,52527
36028,5-10年,155000
36034,0-1年,50000
36038,0-1年,29232
36039,0-1年,84615
36040,0-1年,29232
36041,1-3年,40000
36042,0-1年,42500
36049,0-1年,31500
36050,1-3年,35000
36051,1-3年,42500
36053,1-3年,62585
36054,1-3年,49174
36055,1-3年,52527
36058,5-10年,155000
36062,0-1年,48500
36065,0-1年,55000
36066,1-3年,60000
36067,0-1年,31500
36068,3-5年,62500
36072,0-1年,77500
36073,3-5年,65000
36074,0-1年,80000
36075,0-1年,37500
36076,1-3年,37500
36080,1-3年,45500
36083,0-1年,37500
36085,0-1年,32500
36086,1-3年,29000
36087,1-3年,31500
36088,0-1年,46153
36090,1-3年,92307
36091,1-3年,37000
36092,0-1年,48500
36095,0-1年,55000
36096,1-3年,60000
36097,0-1年,31500
36098,3-5年,62500
36102,0-1年,77500
36103,3-5年,65000
36104,0-1年,80000
36105,0-1年,37500
36106,1-3年,37500
36110,1-3年,45500
36116,0-1年,34000
36119,1-3年,39500
36121,1-3年,57500
36122,1-3年,47000
36129,3-5年,36000
36130,1-3年,39500
36131,1-3年,38500
36132,3-5年,80000
36135,1-3年,57500
36139,3-5年,60000
36142,0-1年,39000
36146,0-1年,34000
36149,1-3年,39500
36151,1-3年,57500
36152,1-3年,47000
36159,3-5年,36000
36160,1-3年,39500
36161,1-3年,38500
36162,3-5年,80000
36165,1-3年,57500
36169,3-5年,60000
36172,0-1年,39000
36176,0-1年,34000
36179,1-3年,39500
36181,1-3年,57500
36182,1-3年,47000
36189,3-5年,36000
36190,1-3年,39500
36191,1-3年,38500
36192,3-5年,80000
36195,1-3年,57500
36199,3-5年,60000
36202,0-1年,39000
36206,0-1年,34000
36209,1-3年,39500
36211,1-3年,57500
36212,1-3年,47000
36219,3-5年,36000
36220,1-3年,39500
36221,1-3年,38500
36222,3-5年,80000
36225,1-3年,57500
36229,3-5年,60000
36232,0-1年,39000
36236,0-1年,34000
36239,1-3年,39500
36241,1-3年,57500
36242,1-3年,47000
36249,3-5年,36000
36250,1-3年,39500
36251,1-3年,38500
36252,3-5年,80000
36255,1-3年,57500
36259,3-5年,60000
36262,0-1年,39000
36266,0-1年,34000
36269,1-3年,39500
36271,1-3年,57500
36272,1-3年,47000
36279,3-5年,36000
36280,1-3年,39500
36281,1-3年,38500
36282,3-5年,80000
36285,1-3年,57500
36289,3-5年,60000
36292,0-1年,39000
36296,0-1年,34000
36299,1-3年,39500
36301,1-3年,57500
36302,1-3年,47000
36309,3-5年,36000
36310,1-3年,39500
36311,1-3年,38500
36312,3-5年,80000
36315,1-3年,57500
36319,3-5年,60000
36322,0-1年,39000
36326,0-1年,34000
36329,1-3年,39500
36331,1-3年,57500
36332,1-3年,47000
36339,3-5年,36000
36340,1-3年,39500
36341,1-3年,38500
36342,3-5年,80000
36345,1-3年,57500
36349,3-5年,60000
36352,0-1年,39000
36356,0-1年,34000
36359,1-3年,39500
36361,1-3年,57500
36362,1-3年,47000
36369,3-5年,36000
36370,1-3年,39500
36371,1-3年,38500
36372,3-5年,80000
36375,1-3年,57500
36379,3-5年,60000
36382,0-1年,39000
36386,0-1年,34000
36389,0-1年,70000
36391,1-3年,60000
36396,1-3年,60000
36399,0-1年,50000
36408,1-3年,57000
36410,0-1年,44500
36411,0-1年,44500
36412,0-1年,44500
36413,0-1年,44500
36414,1-3年,31500
36415,3-5年,43000
36419,0-1年,70000
36421,1-3年,60000
36426,1-3年,60000
36429,0-1年,50000
36438,1-3年,57000
36440,0-1年,44500
36441,0-1年,44500
36442,0-1年,44500
36443,0-1年,44500
36444,1-3年,31500
36445,3-5年,43000
36449,0-1年,70000
36451,1-3年,60000
36456,1-3年,60000
36459,0-1年,50000
36468,1-3年,57000
36470,0-1年,44500
36471,0-1年,44500
36472,0-1年,44500
36473,0-1年,44500
36474,1-3年,31500
36475,3-5年,43000
36479,0-1年,70000
36481,1-3年,60000
36486,1-3年,60000
36489,0-1年,50000
36498,1-3年,57000
36500,0-1年,44500
36501,0-1年,44500
36502,0-1年,44500
36503,0-1年,44500
36504,1-3年,31500
36505,3-5年,43000
36509,0-1年,70000
36511,1-3年,60000
36516,1-3年,60000
36519,0-1年,50000
36528,1-3年,57000
36530,0-1年,44500
36531,0-1年,44500
36532,0-1年,44500
36533,0-1年,44500
36534,1-3年,31500
36535,3-5年,43000
36539,0-1年,70000
36541,1-3年,60000
36546,1-3年,60000
36549,0-1年,50000
36558,1-3年,57000
36560,0-1年,44500
36561,0-1年,44500
36562,0-1年,44500
36563,0-1年,44500
36564,1-3年,31500
36565,3-5年,43000
36569,0-1年,50000
36570,1-3年,37500
36571,0-1年,100000
36572,3-5年,103846
36573,1-3年,35000
36575,0-1年,44452
36576,0-1年,65000
36577,3-5年,60000
36579,0-1年,30000
36580,1-3年,45000
36583,1-3年,40000
36584,1-3年,40000
36585,1-3年,56000
36586,1-3年,40000
36587,3-5年,35700
36591,1-3年,36000
36596,3-5年,52500
36599,0-1年,50000
36600,1-3年,37500
36601,0-1年,100000
36602,3-5年,103846
36603,1-3年,35000
36605,0-1年,44452
36606,0-1年,65000
36607,3-5年,60000
36609,0-1年,30000
36610,1-3年,45000
36613,1-3年,40000
36614,1-3年,40000
36615,1-3年,56000
36616,1-3年,40000
36617,3-5年,35700
36621,1-3年,36000
36626,3-5年,52500
36629,0-1年,50000
36630,1-3年,37500
36631,0-1年,100000
36632,3-5年,103846
36633,1-3年,35000
36635,0-1年,44452
36636,0-1年,65000
36637,3-5年,60000
36639,0-1年,30000
36640,1-3年,45000
36643,1-3年,40000
36644,1-3年,40000
36645,1-3年,56000
36646,1-3年,40000
36647,3-5年,35700
36651,1-3年,36000
36656,3-5年,52500
36659,0-1年,50000
36660,1-3年,37500
36661,0-1年,100000
36662,3-5年,103846
36663,1-3年,35000
36665,0-1年,44452
36666,0-1年,65000
36667,3-5年,60000
36669,0-1年,30000
36670,1-3年,45000
36673,1-3年,40000
36674,1-3年,40000
36675,1-3年,56000
36676,1-3年,40000
36677,3-5年,35700
36681,1-3年,36000
36686,3-5年,52500
36689,0-1年,50000
36690,1-3年,37500
36691,0-1年,100000
36692,3-5年,103846
36693,1-3年,35000
36695,0-1年,44452
36696,0-1年,65000
36697,3-5年,60000
36699,0-1年,30000
36700,1-3年,45000
36703,1-3年,40000
36704,1-3年,40000
36705,1-3年,56000
36706,1-3年,40000
36707,3-5年,35700
36711,1-3年,36000
36716,3-5年,52500
36719,0-1年,50000
36720,1-3年,37500
36721,0-1年,100000
36722,3-5年,103846
36723,1-3年,35000
36725,0-1年,44452
36726,0-1年,65000
36727,3-5年,60000
36729,0-1年,30000
36730,1-3年,45000
36733,1-3年,40000
36734,1-3年,40000
36735,1-3年,56000
36736,1-3年,40000
36737,3-5年,35700
36741,1-3年,36000
36746,3-5年,52500
36749,0-1年,50000
36750,1-3年,37500
36751,0-1年,100000
36752,3-5年,103846
36753,1-3年,35000
36755,0-1年,44452
36756,0-1年,65000
36757,3-5年,60000
36759,0-1年,30000
36760,1-3年,45000
36763,1-3年,40000
36764,0-1年,28000
36765,1-3年,28000
36766,0-1年,28000
36768,0-1年,28000
36769,1-3年,28000
36770,1-3年,28000
36771,3-5年,28000
36772,0-1年,28000
36773,0-1年,28000
36774,0-1年,28000
36775,0-1年,28000
36776,0-1年,28000
36777,0-1年,25250
36778,1-3年,53500
36779,3-5年,67500
36781,3-5年,75000
36782,1-3年,60000
36783,1-3年,30000
36785,1-3年,60000
36786,1-3年,52500
36788,0-1年,45000
36789,3-5年,60000
36790,1-3年,47500
36794,0-1年,40000
36795,3-5年,153846
36796,1-3年,50000
36799,0-1年,40000
36803,1-3年,50000
36811,1-3年,60000
36812,1-3年,30000
36814,1-3年,60000
36815,1-3年,52500
36817,0-1年,45000
36818,3-5年,60000
36819,1-3年,47500
36823,0-1年,40000
36824,3-5年,153846
36825,1-3年,50000
36828,0-1年,40000
36832,1-3年,50000
36840,1-3年,60000
36841,1-3年,30000
36843,1-3年,60000
36844,1-3年,52500
36846,0-1年,45000
36847,3-5年,60000
36848,1-3年,47500
36852,0-1年,40000
36853,3-5年,153846
36854,1-3年,50000
36857,0-1年,40000
36861,1-3年,50000
36869,1-3年,60000
36870,1-3年,30000
36872,1-3年,60000
36873,1-3年,52500
36875,0-1年,45000
36876,3-5年,60000
36877,1-3年,47500
36881,0-1年,40000
36882,3-5年,153846
36883,1-3年,50000
36886,0-1年,40000
36890,1-3年,50000
36898,1-3年,60000
36899,1-3年,30000
36901,1-3年,60000
36902,1-3年,52500
36904,0-1年,45000
36905,3-5年,60000
36906,1-3年,47500
36910,0-1年,40000
36911,3-5年,153846
36912,1-3年,50000
36915,0-1年,40000
36919,1-3年,50000
36927,1-3年,60000
36928,1-3年,30000
36930,1-3年,60000
36931,1-3年,52500
36933,0-1年,45000
36934,3-5年,60000
36935,1-3年,47500
36939,0-1年,40000
36940,3-5年,153846
36941,1-3年,50000
36944,0-1年,40000
36948,1-3年,50000
36956,1-3年,60000
36957,1-3年,30000
36959,1-3年,60000
36960,1-3年,52500
36962,0-1年,45000
36963,3-5年,60000
36964,1-3年,47500
36968,0-1年,40000
36969,3-5年,153846
36970,1-3年,50000
36973,0-1年,40000
36977,1-3年,50000
36985,1-3年,60000
36986,1-3年,30000
36988,1-3年,60000
36989,1-3年,52500
36991,0-1年,45000
36992,3-5年,60000
36993,1-3年,47500
36997,0-1年,40000
36998,3-5年,153846
36999,1-3年,50000
37002,0-1年,40000
37006,1-3年,50000
37014,1-3年,60000
37015,1-3年,30000
37017,1-3年,60000
37018,1-3年,52500
37020,0-1年,45000
37021,3-5年,60000
37022,1-3年,47500
37026,0-1年,40000
37027,3-5年,153846
37028,1-3年,50000
37031,0-1年,40000
37035,1-3年,50000
37043,1-3年,60000
37044,1-3年,30000
37046,1-3年,60000
37047,1-3年,52500
37049,0-1年,45000
37050,3-5年,60000
37051,1-3年,47500
37055,0-1年,40000
37056,3-5年,153846
37057,1-3年,50000
37060,0-1年,40000
37064,1-3年,50000
37072,1-3年,60000
37073,1-3年,30000
37075,1-3年,60000
37076,1-3年,52500
37078,0-1年,45000
37079,3-5年,60000
37080,1-3年,47500
37084,0-1年,40000
37085,3-5年,153846
37086,1-3年,50000
37089,0-1年,40000
37093,0-1年,44000
37094,1-3年,130000
37095,0-1年,130000
37097,0-1年,130000
37098,0-1年,130000
37099,0-1年,41500
37100,0-1年,130000
37101,1-3年,36000
37102,0-1年,130000
37105,3-5年,135000
37106,3-5年,130000
37110,0-1年,36570
37112,3-5年,35000
37116,0-1年,46500
37117,0-1年,40500
37118,0-1年,40500
37121,0-1年,46500
37122,0-1年,30000
37126,0-1年,28000
37127,1-3年,45000
37129,0-1年,38500
37133,1-3年,92307
37134,1-3年,60000
37135,3-5年,115000
37136,1-3年,42500
37137,0-1年,47500
37140,1-3年,45000
37141,1-3年,55000
37142,0-1年,36000
37143,5-10年,80000
37144,0-1年,35000
37145,0-1年,35500
37151,1-3年,57500
37155,3-5年,75000
37156,3-5年,100000
37159,0-1年,38500
37163,1-3年,92307
37164,1-3年,60000
37165,3-5年,115000
37166,1-3年,42500
37167,0-1年,47500
37170,1-3年,45000
37171,1-3年,55000
37172,0-1年,36000
37173,5-10年,80000
37174,0-1年,35000
37175,0-1年,35500
37181,1-3年,57500
37185,3-5年,75000
37186,3-5年,100000
37189,0-1年,38500
37193,1-3年,92307
37194,1-3年,60000
37195,3-5年,115000
37196,1-3年,42500
37197,0-1年,47500
37200,1-3年,45000
37201,1-3年,55000
37202,0-1年,36000
37203,5-10年,80000
37204,0-1年,35000
37205,0-1年,35500
37211,1-3年,57500
37215,3-5年,75000
37216,3-5年,100000
37219,0-1年,38500
37223,1-3年,92307
37224,1-3年,60000
37225,3-5年,115000
37226,1-3年,42500
37227,0-1年,47500
37230,1-3年,45000
37231,1-3年,55000
37232,0-1年,36000
37233,5-10年,80000
37234,0-1年,35000
37235,0-1年,35500
37241,1-3年,57500
37245,3-5年,75000
37246,3-5年,100000
37249,0-1年,38500
37253,1-3年,92307
37254,1-3年,60000
37255,3-5年,115000
37256,1-3年,42500
37257,0-1年,47500
37260,1-3年,45000
37261,1-3年,55000
37262,0-1年,36000
37263,5-10年,80000
37264,0-1年,35000
37265,0-1年,35500
37271,1-3年,57500
37275,3-5年,75000
37276,3-5年,100000
37279,0-1年,38500
37283,1-3年,92307
37284,1-3年,60000
37285,3-5年,115000
37286,1-3年,42500
37287,0-1年,47500
37290,1-3年,45000
37291,1-3年,55000
37292,0-1年,36000
37293,5-10年,80000
37294,0-1年,35000
37295,0-1年,35500
37301,1-3年,57500
37305,3-5年,75000
37306,3-5年,100000
37309,0-1年,38500
37313,1-3年,92307
37314,1-3年,60000
37315,3-5年,115000
37316,1-3年,42500
37317,0-1年,47500
37320,1-3年,45000
37321,1-3年,55000
37322,0-1年,36000
37323,5-10年,80000
37324,0-1年,35000
37325,0-1年,35500
37331,1-3年,57500
37335,3-5年,75000
37336,3-5年,100000
37339,0-1年,38500
37343,1-3年,92307
37344,1-3年,60000
37345,3-5年,115000
37346,1-3年,42500
37347,0-1年,47500
37350,1-3年,45000
37351,1-3年,55000
37352,0-1年,36000
37353,5-10年,80000
37354,0-1年,35000
37355,0-1年,35500
37361,1-3年,57500
37365,3-5年,75000
37366,3-5年,100000
37369,0-1年,38500
37373,1-3年,92307
37374,1-3年,60000
37375,3-5年,115000
37376,1-3年,42500
37377,0-1年,47500
37380,1-3年,45000
37381,1-3年,55000
37382,0-1年,36000
37383,5-10年,80000
37384,0-1年,35000
37385,0-1年,35500
37391,1-3年,57500
37395,3-5年,75000
37396,3-5年,100000
37399,0-1年,38500
37403,1-3年,92307
37404,1-3年,60000
37405,3-5年,115000
37406,1-3年,42500
37407,0-1年,47500
37410,1-3年,45000
37411,1-3年,55000
37412,0-1年,36000
37413,5-10年,80000
37414,0-1年,35000
37415,0-1年,35500
37421,1-3年,57500
37425,3-5年,75000
37426,3-5年,100000
37429,0-1年,38500
37433,1-3年,92307
37434,1-3年,60000
37435,3-5年,115000
37436,1-3年,42500
37437,0-1年,47500
37440,1-3年,45000
37441,1-3年,55000
37442,0-1年,36000
37443,5-10年,80000
37444,0-1年,35000
37445,0-1年,35500
37451,1-3年,57500
37455,3-5年,75000
37456,3-5年,100000
37459,0-1年,38500
37463,1-3年,92307
37464,1-3年,60000
37465,3-5年,115000
37466,1-3年,42500
37467,0-1年,47500
37470,1-3年,45000
37471,1-3年,55000
37472,0-1年,36000
37473,5-10年,80000
37474,0-1年,35000
37475,0-1年,35500
37481,1-3年,57500
37485,3-5年,75000
37486,3-5年,100000
37489,0-1年,38500
37493,1-3年,92307
37494,1-3年,60000
37495,3-5年,115000
37496,1-3年,42500
37497,0-1年,47500
37500,1-3年,45000
37501,1-3年,55000
37502,0-1年,36000
37503,5-10年,80000
37504,0-1年,35000
37505,0-1年,35500
37511,1-3年,57500
37515,3-5年,75000
37516,3-5年,100000
37519,0-1年,38500
37523,1-3年,92307
37524,1-3年,60000
37525,3-5年,115000
37526,1-3年,42500
37527,0-1年,47500
37530,1-3年,45000
37531,1-3年,55000
37532,0-1年,36000
37533,5-10年,80000
37534,0-1年,35000
37535,0-1年,35500
37541,1-3年,57500
37545,3-5年,75000
37546,3-5年,100000
37549,0-1年,38500
37553,1-3年,92307
37554,1-3年,60000
37555,3-5年,115000
37556,1-3年,42500
37557,0-1年,47500
37560,1-3年,45000
37561,1-3年,55000
37562,0-1年,36000
37563,5-10年,80000
37564,0-1年,35000
37565,0-1年,35500
37570,1-3年,38906
37571,0-1年,38000
37574,1-3年,88461
37579,0-1年,64384
37580,0-1年,29232
37585,1-3年,64384
37600,1-3年,38906
37601,0-1年,38000
37604,1-3年,88461
37609,0-1年,64384
37610,0-1年,29232
37615,1-3年,64384
37630,1-3年,38906
37631,0-1年,38000
37634,1-3年,88461
37639,0-1年,64384
37640,0-1年,29232
37645,1-3年,64384
37660,1-3年,38906
37661,0-1年,38000
37664,1-3年,88461
37669,0-1年,64384
37670,0-1年,29232
37675,1-3年,64384
37690,1-3年,38906
37691,0-1年,38000
37694,1-3年,88461
37699,0-1年,64384
37700,0-1年,29232
37705,1-3年,64384
37717,0-1年,40000
37718,0-1年,40000
37719,1-3年,46000
37725,0-1年,29250
37727,0-1年,41000
37728,0-1年,33000
37733,1-3年,40000
37734,1-3年,56500
37738,0-1年,51500
37739,0-1年,51500
37740,3-5年,51500
37742,0-1年,32500
37743,0-1年,35000
37744,0-1年,30000
37745,0-1年,31320
37747,1-3年,34000
37755,0-1年,29250
37757,0-1年,41000
37758,0-1年,33000
37763,1-3年,40000
37764,1-3年,56500
37768,0-1年,51500
37769,0-1年,51500
37770,3-5年,51500
37772,0-1年,32500
37773,0-1年,35000
37774,0-1年,30000
37775,0-1年,31320
37777,1-3年,34000
37785,0-1年,29250
37787,1-3年,61538
37788,1-3年,61538
37789,0-1年,35000
37790,1-3年,100000
37791,0-1年,35000
37792,1-3年,39150
37793,0-1年,32500
37796,0-1年,50000
37797,0-1年,40000
37799,1-3年,61538
37800,0-1年,75000
37801,0-1年,47000
37808,1-3年,72500
37811,3-5年,65000
37815,1-3年,35000
37817,1-3年,61538
37818,1-3年,61538
37819,0-1年,35000
37820,1-3年,100000
37821,0-1年,35000
37822,1-3年,39150
37823,0-1年,32500
37826,0-1年,50000
37827,0-1年,40000
37829,1-3年,61538
37830,0-1年,75000
37831,0-1年,47000
37838,1-3年,72500
37841,3-5年,65000
37844,1-3年,42500
37850,0-1年,34000
37851,0-1年,50000
37853,0-1年,40000
37854,1-3年,45500
37855,0-1年,36000
37856,0-1年,40000
37862,1-3年,35000
37867,0-1年,31000
37868,3-5年,55000
37869,1-3年,52500
37870,10年以上,31500
37873,5-10年,62500
37880,0-1年,34000
37881,0-1年,50000
37883,0-1年,40000
37884,1-3年,45500
37885,0-1年,36000
37886,0-1年,40000
37892,1-3年,35000
37897,0-1年,31000
37898,3-5年,55000
37899,1-3年,52500
37900,10年以上,31500
37903,5-10年,62500
37910,0-1年,34000
37913,1-3年,50000
37914,1-3年,50000
37915,1-3年,50000
37916,0-1年,38076
37917,0-1年,59000
37919,0-1年,40000
37921,1-3年,47500
37924,0-1年,32500
37926,0-1年,45000
37927,3-5年,39000
37929,0-1年,35000
37933,0-1年,50000
37944,1-3年,52500
37945,0-1年,37000
37946,3-5年,69230
37947,0-1年,41500
37949,0-1年,37000
37950,0-1年,37000
37951,0-1年,65000
37952,0-1年,80000
37953,0-1年,37000
37954,1-3年,37000
37956,0-1年,45000
37957,3-5年,39000
37959,0-1年,35000
37963,0-1年,50000
37974,1-3年,52500
37975,0-1年,37000
37976,3-5年,69230
37977,0-1年,41500
37979,0-1年,37000
37980,0-1年,37000
37981,0-1年,65000
37982,0-1年,80000
37983,0-1年,37000
37984,1-3年,37000
37986,0-1年,45000
37987,3-5年,39000
37989,0-1年,35000
37993,0-1年,50000
38004,1-3年,52500
38005,0-1年,37000
38006,3-5年,69230
38007,0-1年,41500
38009,0-1年,37000
38010,0-1年,37000
38011,0-1年,65000
38012,0-1年,80000
38013,0-1年,37000
38014,1-3年,37000
38016,0-1年,50000
38021,1-3年,33000
38023,1-3年,36000
38030,1-3年,41500
38046,0-1年,50000
38051,1-3年,33000
38053,1-3年,36000
38060,1-3年,41500
38073,1-3年,45000
38074,1-3年,42500
38076,0-1年,34000
38077,1-3年,43000
38078,0-1年,40000
38083,1-3年,37500
38084,0-1年,34000
38085,1-3年,60000
38086,3-5年,147500
38087,0-1年,31500
38095,1-3年,34250
38097,0-1年,43000
38101,3-5年,36500
38102,1-3年,45000
38103,1-3年,40000
38104,0-1年,35000
38105,3-5年,147500
38113,1-3年,37500
38114,0-1年,34000
38115,1-3年,60000
38116,3-5年,147500
38117,1-3年,40000
38123,0-1年,40500
38124,5-10年,50000
38125,0-1年,40000
38126,1-3年,37500
38127,1-3年,37500
38128,0-1年,47500
38129,1-3年,82000
38130,0-1年,40000
38131,0-1年,40000
38132,0-1年,52500
38134,0-1年,45500
38135,0-1年,44000
38136,1-3年,49000
38137,1-3年,57500
38141,0-1年,39500
38142,1-3年,39500
38151,0-1年,35000
38152,0-1年,45000
38153,3-5年,32500
38154,3-5年,40000
38157,0-1年,55000
38159,0-1年,32500
38160,1-3年,34000
38161,0-1年,37996
38162,3-5年,47500
38166,1-3年,32500
38172,1-3年,38500
38178,1-3年,56000
38188,1-3年,29000
38191,3-5年,35000
38192,0-1年,32500
38196,1-3年,32500
38199,0-1年,36500
38200,3-5年,57500
38203,0-1年,41500
38205,0-1年,39500
38207,0-1年,39000
38208,1-3年,41500
38209,0-1年,40000
38210,0-1年,51000
38212,3-5年,38000
38216,1-3年,62500
38217,1-3年,47500
38222,0-1年,27625
38223,0-1年,37000
38224,0-1年,50000
38225,1-3年,35000
38226,0-1年,30000
38227,0-1年,57692
38229,1-3年,31500
38230,1-3年,25250
38231,0-1年,34000
38232,0-1年,30000
38234,1-3年,50000
38235,0-1年,33000
38237,1-3年,34500
38238,1-3年,50000
